ID,Diagnostic Code,Diagnosis Description
9776,7685,Severe Birth Asphyxia
9777,7686,Mild/Mod Birth Asphyxia
9778,7689,Birth Asphyxia Nos
9779,769,Respiratory Distress Syn
9780,770,Oth Nb Respiratory Cond
9781,7700,Congenital Pneumonia
9782,7701,Meconium Aspiratn Syndrm
9783,7702,Nb Interstit Emphysema
9784,7703,Nb Pulmonary Hemorrhage
9785,7704,Primary Atelectasis
9786,7705,Nb Atelectasis Nec/Nos
9787,7706,Nb Transitory Tachypnea
9788,7707,Perinatal Chr Resp Dis
9789,7708,Post-Birth Resp Prob Nec
9790,7709,Nb Respiratory Cond Nos
9791,771,Perinatal Infection
9792,7710,Congenital Rubella
9793,7711,Cong Cytomegalovirus Inf
9794,7712,Congenital Infec Nec
9795,7713,Tetanus Neonatorum
9796,7714,Omphalitis Of Newborn
9797,7715,Neonatal Infec Mastitis
9798,7716,Neonatal Conjunctivitis
9799,7717,Neonatal Candida Infect
9800,7718,Perinatal Infection Nec
9801,772,Fetal/Neonatal Hemorrhag
9802,7720,Fetal Blood Loss Nec
9803,7721,Nb Intraventricular Hem
9804,77210,Nb Intraven Hem Nos
9805,77211,"Nb Intraven Hem,Grade I"
9806,77212,"Nb Intraven Hem,Grade Ii"
9807,77213,"Nb Intravn Hem,Grade Iii"
9808,77214,"Nb Intraven Hem,Grade Iv"
9809,7722,Nb Subarachnoid Hemorr
9810,7723,Post-Birth Umbil Hemorr
9811,7724,Nb Gi Hemorrhage
9812,7725,Nb Adrenal Hemorrhage
9813,7726,Nb Cutaneous Hemorrhage
9814,7728,Neonatal Hemorrhage Nec
9815,7729,Neonatal Hemorrhage Nos
9816,773,Nb Hemolyt Dis:Isoimmu
9817,7730,Nb Hemolyt Dis:Rh Isoimm
9818,7731,Nb Hemolyt Dis-Abo Isoim
9819,7732,Nb Hemolyt Dis-Isoim Nec
9820,7733,Hydrops Fetalis:Isoimm
9821,7734,Nb Kernicterus:Isoimmun
9822,7735,Nb Late Anemia:Isoimmun
9823,774,Other Perinatal Jaundice
9824,7740,Perinat Jaund-Hered Anem
9825,7741,Perinat Jaund:Hemolysis
9826,7742,Neonat Jaund Preterm Del
9827,7743,Oth Delay Conjugat Jaund
9828,77430,Delay Conjugat Jaund Nos
9829,77431,Neonat Jaund In Oth Dis
9830,77439,Delay Conjugat Jaund Nec
9831,7744,Fetal/Neonatal Hepatitis
9832,7745,Perinatal Jaundice Nec
9833,7746,Fetal/Neonatal Jaund Nos
9834,7747,Nb Kernicterus
9835,775,Nb Endocrin/Metabol Dis
9836,7750,Infant Diabet Mother Syn
9837,7751,Neonat Diabetes Mellitus
9838,7752,Neonat Myasthenia Gravis
9839,7753,Neonatal Thyrotoxicosis
9840,7754,Hypocalcem/Hypomagnes Nb
9841,7755,Neonatal Dehydration
9842,7756,Neonatal Hypoglycemia
9843,7757,Late Metab Acidosis Nb
9844,7758,Transient Met Dis Nb Nec
9845,7759,Transient Met Dis Nb Nos
9846,776,Hematological Dis Of Nb
9847,7760,Nb Hemorrhagic Disease
9848,7761,Neonatal Thrombocytopen
9849,7762,Dissem Intravasc Coag Nb
9850,7763,Oth Neonatal Coag Dis
9851,7764,Polycythemia Neonatorum
9852,7765,Congenital Anemia
9853,7766,Anemia Of Prematurity
9854,7767,Neonatal Neutropenia
9855,7768,Transient Hemat Dis Nec
9856,7769,Nb Hematological Dis Nos
9857,777,Perinatal Gi System Dis
9858,7771,Meconium Obstruction
9859,7772,Intest Obst-Inspiss Milk
9860,7773,Swallowed Blood Syndrome
9861,7774,Transitory Ileus Of Nb
9862,7775,Necrot Enterocolitis Nb
9863,7776,Perinatal Intest Perfor
9864,7778,Perinat Gi Sys Dis Nec
9865,7779,Perinat Gi Sys Dis Nos
9866,778,Integument/Temp Cond Nb
9867,7780,Hydrops Fetalis No Isoim
9868,7781,Sclerema Neonatorum
9869,7782,Nb Cold Injury Syndrome
9870,7783,Nb Hypothermia Nec
9871,7784,Nb Temp Regulat Dis Nec
9872,7785,Edema Of Newborn Nec/Nos
9873,7786,Congenital Hydrocele
9874,7787,Nb Breast Engorgement
9875,7788,Nb Integument Cond Nec
9876,7789,Nb Integument Cond Nos
9877,779,Oth Perinatal Condition
9878,7790,Convulsions In Newborn
9879,7791,Nb Cereb Irrit Nec/Nos
9880,7792,Cns Dysfunction Syn Nb
9881,7793,Nb Feeding Problems
9882,7794,Nb Drug Reaction/Intoxic
9883,7795,Nb Drug Withdrawal Syndr
9884,7796,Termination Of Pregnancy
9885,7797,Perivent Leukomalacia
9886,7798,Perinatal Condition Nec
9887,7799,Perinatal Condition Nos
9888,780,General Symptoms
9889,7800,Coma And Stupor
9890,78001,Coma
9891,78002,Trans Alter Awareness
9892,78003,Persistent Vegtv State
9893,78009,Other Alter Consciousnes
9894,7801,Hallucinations
9895,7802,Syncope And Collapse
9896,7803,Convulsions
9897,78031,Febrile Convulsions
9898,78039,Convulsions Nec
9899,7804,Dizziness And Giddiness
9900,7805,Sleep Disturbances
9901,78050,Sleep Disturbance Nos
9902,78051,Insomnia W Sleep Apnea
9903,78052,Insomnia Nec
9904,78053,Hypersomni W Sleep Apnea
9905,78054,Hypersomnia Nec
9906,78055,Irreg Sleep-Wake Rhy Nos
9907,78056,Sleep Stage Dysfunctions
9908,78057,Oth Unspcf Sleep Apnea
9909,78059,Sleep Disturbances Nec
9910,7806,Fever
9911,7807,Malaise And Fatigue
9912,78071,Chronic Fatigue Syndrome
9913,78079,Malaise And Fatigue Nec
9914,7808,Hyperhidrosis
9915,7809,General Symptoms Nec
9916,781,Nerv/Musculskel Sys Symp
9917,7810,Abn Involun Movement Nec
9918,7811,Smell & Taste Disturb
9919,7812,Abnormality Of Gait
9920,7813,Lack Of Coordination
9921,7814,Transient Limb Paralysis
9922,7815,Clubbing Of Fingers
9923,7816,Meningismus
9924,7817,Tetany
9925,7818,Neurologic Neglect Syndr
9926,7819,Nerv/Musculskel Sym Nec
9927,78191,Loss Of Height
9928,78192,Abnormal Posture
9929,78199,Nerve/Musculskel Sym Nec
9930,782,Skin/Oth Integument Symp
9931,7820,Skin Sensation Disturb
9932,7821,Nonspecif Skin Erupt Nec
9933,7822,Local Suprficial Swellng
9934,7823,Edema
9935,7824,Jaundice Nos
9936,7825,Cyanosis
9937,7826,Pallor & Flushing
9938,78261,Pallor
9939,78262,Flushing
9940,7827,Spontaneous Ecchymoses
9941,7828,Changes In Skin Texture
9942,7829,Integument Tiss Symp Nec
9943,783,Nutrit/Metab/Devel Symp
9944,7830,Anorexia
9945,7831,Abnormal Weight Gain
9946,7832,Abnormal Loss Of Weight
9947,78321,Abnormal Loss Of Weight
9948,78322,Underweight
9949,7833,Feeding Problem
9950,7834,Lack Norm Physiol Devel
9951,78340,Lack Norm Physio Dev Nos
9952,78341,Failure To Thrive-Child
9953,78342,Delayed Milestones
9954,78343,Short Stature
9955,7835,Polydipsia
9956,7836,Polyphagia
9957,7837,Failure To Thrive-Adult
9958,7839,Nutr/Metab/Devel Sym Nec
9959,784,Symptoms Invol Head/Neck
9960,7840,Headache
9961,7841,Throat Pain
9962,7842,Swelling In Head & Neck
9963,7843,Aphasia
9964,7844,Voice Disturbance
9965,78440,Voice Disturbance Nos
9966,78441,Aphonia
9967,78449,Voice Disturbance Nec
9968,7845,Speech Disturbance Nec
9969,7846,Oth Symbolic Dysfunction
9970,78460,Symbolic Dysfunction Nos
9971,78461,Alexia And Dyslexia
9972,78469,Symbolic Dysfunction Nec
9973,7847,Epistaxis
9974,7848,Hemorrhage From Throat
9975,7849,Symp Invol Head/Neck Nec
9976,785,Cardiovascular Sys Symp
9977,7850,Tachycardia Nos
9978,7851,Palpitations
9979,7852,Cardiac Murmurs Nec
9980,7853,Abnorm Heart Sounds Nec
9981,7854,Gangrene
9982,7855,Shock Without Trauma
9983,78550,Shock Nos
9984,78551,Cardiogenic Shock
9985,78559,Shock W/O Trauma Nec
9986,7856,Enlargement Lymph Nodes
9987,7859,Cardiovas Sys Symp Nec
9988,786,Resp Sys/Oth Chest Symp
9989,7860,Dyspnea/Respiratory Abn
9990,78600,Respiratory Abnorm Nos
9991,78601,Hyperventilation
9992,78602,Orthopnea
9993,78603,Apnea
9994,78604,Cheyne-Stokes Respiratn
9995,78605,Shortness Of Breath
9996,78606,Tachypnea
9997,78607,Wheezing
9998,78609,Respiratory Abnorm Nec
9999,7861,Stridor
10000,7862,Cough
10001,7863,Hemoptysis
10002,7864,Abnormal Sputum
10003,7865,Chest Pain
10004,78650,Chest Pain Nos
10005,78651,Precordial Pain
10006,78652,Painful Respiration
10007,78659,Chest Pain Nec
10008,7866,Chest Swelling/Mass/Lump
10009,7867,Abnormal Chest Sounds
10010,7868,Hiccough
10011,7869,Resp Sys/Chest Symp Nec
10012,787,Gi System Symptoms
10013,7870,Nausea And Vomiting
10014,78701,Nausea With Vomiting
10015,78702,Nausea Alone
10016,78703,Vomiting Alone
10017,7871,Heartburn
10018,7872,Dysphagia
10019,7873,Flatul/Eructat/Gas Pain
10020,7874,Visible Peristalsis
10021,7875,Abnormal Bowel Sounds
10022,7876,Incontinence Of Feces
10023,7877,Abnormal Feces
10024,7879,Gi System Symptoms Nec
10025,78791,Diarrhea
10026,78799,Digestve Syst Symptm Nec
10027,788,Urinary System Symptoms
10028,7880,Renal Colic
10029,7881,Dysuria
10030,7882,Retention Of Urine
10031,78820,Retention Urine Nos
10032,78821,Incmplet Bldder Emptying
10033,78829,Oth Spcf Retention Urine
10034,7883,Incontinence Of Urine
10035,78830,Urinary Incontinence Nos
10036,78831,Urge Incontinence
10037,78832,Stress Incontinence Male
10038,78833,Mixed Incontinence
10039,78834,Incontnce Wo Sensr Aware
10040,78835,Post-Void Dribbling
10041,78836,Nocturnal Enuresis
10042,78837,Continuous Leakage
10043,78839,Oth Urinry Incontinence
10044,7884,Freq Urination/Polyuria
10045,78841,Urinary Frequency
10046,78842,Polyuria
10047,78843,Nocturia
10048,7885,Oliguria & Anuria
10049,7886,Urination Abnorm Nec
10050,78861,Splitting Urinary Stream
10051,78862,Slowing Urinary Stream
10052,78869,Oth Abnormalt Urination
10053,7887,Urethral Discharge
10054,7888,Extravasation Of Urine
10055,7889,Urinary Sys Symptom Nec
10056,789,Oth Abdomen/Pelvis Symp
10057,7890,Abdominal Pain
10058,78900,Abdmnal Pain Unspcf Site
10059,78901,Abdmnal Pain Rt Upr Quad
10060,78902,Abdmnal Pain Lft Up Quad
10061,78903,Abdmnal Pain Rt Lwr Quad
10062,78904,Abdmnal Pain Lt Lwr Quad
10063,78905,Abdmnal Pain Periumbilic
10064,78906,Abdmnal Pain Epigastric
10065,78907,Abdmnal Pain Generalized
10066,78909,Abdmnal Pain Oth Spcf St
10067,7891,Hepatomegaly
10068,7892,Splenomegaly
10069,7893,Abdom/Pelvic Swellng Nec
10070,78930,Abdmnal Mass Unspcf Site
10071,78931,Abdmnal Mass Rt Upr Quad
10072,78932,Abdmnal Mass Lft Up Quad
10073,78933,Abdmnal Mass Rt Lwr Quad
10074,78934,Abdmnal Mass Lt Lwr Quad
10075,78935,Abdmnal Mass Periumbilic
10076,78936,Abdmnal Mass Epigastric
10077,78937,Abdmnal Mass Generalized
10078,78939,Abdmnal Mass Oth Spcf St
10079,7894,Abdominal Rigidity
10080,78940,Abdmnal Rgdt Unspcf Site
10081,78941,Abdmnal Rgdt Rt Upr Quad
10082,78942,Abdmnal Rgdt Lft Up Quad
10083,78943,Abdmnal Rgdt Rt Lwr Quad
10084,78944,Abdmnal Rgdt Lt Lwr Quad
10085,78945,Abdmnal Rgdt Periumbilic
10086,78946,Abdmnal Rgdt Epigastric
10087,78947,Abdmnal Rgdt Generalized
10088,78949,Abdmnal Rgdt Oth Spcf St
10089,7895,Ascites
10090,78960,Abdmnal Tndr Unspcf Site
10091,78961,Abdmnal Tndr Rt Upr Quad
10092,78962,Abdmnal Tndr Lft Up Quad
10093,78963,Abdmnal Tndr Rt Lwr Quad
10094,78964,Abdmnal Tndr Lt Lwr Quad
10095,78965,Abdmnal Tndr Periumbilic
10096,78966,Abdmnal Tndr Epigastric
10097,78967,Abdmnal Tndr Generalized
10098,78969,Abdmnal Tndr Oth Spcf St
10099,7899,Abdomen/Pelvis Symp Nec
10100,790,Abnormal Blood Findings
10101,7900,Abnorm Red Blood Cell
10102,79001,"Drop, Hematocrit, Precip"
10103,79009,Abnormal Rbc Nec
10104,7901,Elevated Sediment Rate
10105,7902,Abn Glucose Toleran Test
10106,7903,Excess Blood-Alcohol Lev
10107,7904,Elev Transaminase/Ldh
10108,7905,Abn Serum Enzy Level Nec
10109,7906,Abn Blood Chemistry Nec
10110,7907,Bacteremia
10111,7908,Viremia Nos
10112,7909,Abn Blood Findings Nec
10113,79091,Abnrml Art Blood Gases
10114,79092,Abnrml Coagultion Prfile
10115,79093,Elvtd Prstate Spcf Antgn
10116,79094,Euthyroid Sick Syndrome
10117,79099,Oth Nspcf Finding Blood
10118,791,Abnormal Urine Findings
10119,7910,Proteinuria
10120,7911,Chyluria
10121,7912,Hemoglobinuria
10122,7913,Myoglobinuria
10123,7914,Biliuria
10124,7915,Glycosuria
10125,7916,Acetonuria
10126,7917,Oth Cells/Casts In Urine
10127,7919,Abn Urine Findings Nec
10128,792,Abn Find-Oth Body Subst
10129,7920,Abn Fnd-Cerebrospinal Fl
10130,7921,Abn Find-Stool Contents
10131,7922,Abn Findings-Semen
10132,7923,Abn Find-Amniotic Fluid
10133,7924,Abn Findings-Saliva
10134,7925,Cloudy Dialysis Effluent
10135,7929,Abn Find-Body Subst Nec
10136,793,Abn Find-Body Struct Nos
10137,7930,Abn Finding-Skull & Head
10138,7931,Abn Findings-Lung Field
10139,7932,Abn Fd-Intrathor Org Nec
10140,7933,Abn Find-Biliary Tract
10141,7934,Abn Findings-Gi Tract
10142,7935,Abn Findings-Gu Organs
10143,7936,Abn Find-Abdominal Area
10144,7937,Abn Find-Musculoskel Sys
10145,7938,Abnormal Findings-Breast
10146,79380,Ab Mammogram Nos
10147,79381,Mammographic Microcalcif
10148,79389,Ab Findings-Breast Nec
10149,7939,Abn Find-Body Struct Nec
10150,794,Abnormal Function Study
10151,7940,Abn Brain/Cns Func Study
10152,79400,Abn Cns Funct Study Nos
10153,79401,Abnorm Echoencephalogram
10154,79402,Abn Electroencephalogram
10155,79409,Abn Cns Funct Study Nec
10156,7941,Abn Peripher Nerve Study
10157,79410,Abn Stimul Response Nos
10158,79411,Abn Retinal Funct Study
10159,79412,Abnorm Electro-Oculogram
10160,79413,Abnormal Vep
10161,79414,Abn Oculomotor Studies
10162,79415,Abn Auditory Funct Study
10163,79416,Abn Vestibular Func Stud
10164,79417,Abnorm Electromyogram
10165,79419,Abn Periph Nerv Stud Nec
10166,7942,Abn Pulmonary Func Study
10167,7943,Abn Cardiovas Func Study
10168,79430,Abn Cardiovasc Study Nos
10169,79431,Abnorm Electrocardiogram
10170,79439,Abn Cardiovasc Study Nec
10171,7944,Abn Kidney Funct Study
10172,7945,Abn Thyroid Funct Study
10173,7946,Abn Endocrine Study Nec
10174,7947,Abn Basal Metabol Study
10175,7948,Abn Liver Function Study
10176,7949,Abn Function Study Nec
10177,795,Abn Histolog/Immuno Find
10178,7950,Abn Pap Smear-Cervix
10179,7951,Abn Pap Smear-Oth Site
10180,7952,Abn Chromosomal Analysis
10181,7953,Positive Culture Finding
10182,7954,Abn Histologic Find Nec
10183,7955,Tuberculin Test Reaction
10184,7956,False Pos Sero Test-Syph
10185,7957,Immunological Find Nec
10186,79571,Nonspcf Serlgc Evdnc Hiv
10187,79579,Oth Unspcf Nspf Imun Fnd
10188,796,Other Abnormal Findings
10189,7960,Abn Toxicologic Finding
10190,7961,Abnormal Reflex
10191,7962,Elev Bl Pres W/O Hypertn
10192,7963,Low Blood Press Reading
10193,7964,Abn Clinical Finding Nec
10194,7965,Abn Find Antenatl Screen
10195,7969,Abnormal Findings Nec
10196,797,Senility W/O Psychosis
10197,798,Sudden Death Cause Unknw
10198,7980,Sudden Infant Death Synd
10199,7981,Instantaneous Death
10200,7982,Death Within 24 Hr Sympt
10201,7989,Unattended Death
10202,799,Oth Ill-Def Morbid/Mortl
10203,7990,Asphyxia
10204,7991,Respiratory Arrest
10205,7992,Nervousness
10206,7993,Debility Nos
10207,7994,Cachexia
10208,7998,Ill-Define Condition Nec
10209,7999,Unkn Cause Morb/Mort Nec
10210,800,Skull Vault Fracture
10211,8000,Closed Skull Vault Fx
10212,80000,Closed Skull Vault Fx
10213,80001,Cl Skull Vlt Fx W/O Coma
10214,80002,Cl Skull Vlt Fx-Brf Coma
10215,80003,Cl Skull Vlt Fx-Mod Coma
10216,80004,Cl Skl Vlt Fx-Proln Coma
10217,80005,Cl Skul Vlt Fx-Deep Coma
10218,80006,Cl Skull Vlt Fx-Coma Nos
10219,80009,Cl Skl Vlt Fx-Concus Nos
10220,8001,Cl Skl Vlt Fx/Cerebr Lac
10221,80010,Cl Skl Vlt Fx/Cerebr Lac
10222,80011,Cl Skull Vlt Fx W/O Coma
10223,80012,Cl Skull Vlt Fx-Brf Coma
10224,80013,Cl Skull Vlt Fx-Mod Coma
10225,80014,Cl Skl Vlt Fx-Proln Coma
10226,80015,Cl Skul Vlt Fx-Deep Coma
10227,80016,Cl Skull Vlt Fx-Coma Nos
10228,80019,Cl Skl Vlt Fx-Concus Nos
10229,8002,Cl Skl Vlt Fx/Mening Hem
10230,80020,Cl Skl Vlt Fx/Mening Hem
10231,80021,Cl Skull Vlt Fx W/O Coma
10232,80022,Cl Skull Vlt Fx-Brf Coma
10233,80023,Cl Skull Vlt Fx-Mod Coma
10234,80024,Cl Skl Vlt Fx-Proln Coma
10235,80025,Cl Skul Vlt Fx-Deep Coma
10236,80026,Cl Skull Vlt Fx-Coma Nos
10237,80029,Cl Skl Vlt Fx-Concus Nos
10238,8003,Cl Skull Vlt Fx/Hem Nec
10239,80030,Cl Skull Vlt Fx/Hem Nec
10240,80031,Cl Skull Vlt Fx W/O Coma
10241,80032,Cl Skull Vlt Fx-Brf Coma
10242,80033,Cl Skull Vlt Fx-Mod Coma
10243,80034,Cl Skl Vlt Fx-Proln Coma
10244,80035,Cl Skul Vlt Fx-Deep Coma
10245,80036,Cl Skull Vlt Fx-Coma Nos
10246,80039,Cl Skl Vlt Fx-Concus Nos
10247,8004,Cl Skl Vlt Fx/Br Inj Nec
10248,80040,Cl Skl Vlt Fx/Br Inj Nec
10249,80041,Cl Skull Vlt Fx W/O Coma
10250,80042,Cl Skull Vlt Fx-Brf Coma
10251,80043,Cl Skull Vlt Fx-Mod Coma
10252,80044,Cl Skl Vlt Fx-Proln Coma
10253,80045,Cl Skul Vlt Fx-Deep Coma
10254,80046,Cl Skull Vlt Fx-Coma Nos
10255,80049,Cl Skl Vlt Fx-Concus Nos
10256,8005,Opn Skull Vault Fracture
10257,80050,Opn Skull Vault Fracture
10258,80051,Opn Skul Vlt Fx W/O Coma
10259,80052,Opn Skul Vlt Fx-Brf Coma
10260,80053,Opn Skul Vlt Fx-Mod Coma
10261,80054,Opn Skl Vlt Fx-Proln Com
10262,80055,Opn Skl Vlt Fx-Deep Coma
10263,80056,Opn Skul Vlt Fx-Coma Nos
10264,80059,Op Skl Vlt Fx-Concus Nos
10265,8006,Opn Skl Vlt Fx/Cereb Lac
10266,80060,Opn Skl Vlt Fx/Cereb Lac
10267,80061,Opn Skul Vlt Fx W/O Coma
10268,80062,Opn Skul Vlt Fx-Brf Coma
10269,80063,Opn Skul Vlt Fx-Mod Coma
10270,80064,Opn Skl Vlt Fx-Proln Com
10271,80065,Opn Skl Vlt Fx-Deep Coma
10272,80066,Opn Skul Vlt Fx-Coma Nos
10273,80069,Op Skl Vlt Fx-Concus Nos
10274,8007,Opn Skl Vlt Fx/Menin Hem
10275,80070,Opn Skl Vlt Fx/Menin Hem
10276,80071,Opn Skul Vlt Fx W/O Coma
10277,80072,Opn Skul Vlt Fx-Brf Coma
10278,80073,Opn Skul Vlt Fx-Mod Coma
10279,80074,Opn Skl Vlt Fx-Proln Com
10280,80075,Opn Skl Vlt Fx-Deep Coma
10281,80076,Opn Skul Vlt Fx-Coma Nos
10282,80079,Op Skl Vlt Fx-Concus Nos
10283,8008,Opn Skull Vlt Fx/Hem Nec
10284,80080,Opn Skull Vlt Fx/Hem Nec
10285,80081,Opn Skul Vlt Fx W/O Coma
10286,80082,Opn Skul Vlt Fx-Brf Coma
10287,80083,Opn Skul Vlt Fx-Mod Coma
10288,80084,Opn Skl Vlt Fx-Proln Com
10289,80085,Opn Skl Vlt Fx-Deep Coma
10290,80086,Opn Skul Vlt Fx-Coma Nos
10291,80089,Op Skl Vlt Fx-Concus Nos
10292,8009,Op Skl Vlt Fx/Br Inj Nec
10293,80090,Op Skl Vlt Fx/Br Inj Nec
10294,80091,Opn Skul Vlt Fx W/O Coma
10295,80092,Opn Skul Vlt Fx-Brf Coma
10296,80093,Opn Skul Vlt Fx-Mod Coma
10297,80094,Opn Skl Vlt Fx-Proln Com
10298,80095,Op Skul Vlt Fx-Deep Coma
10299,80096,Opn Skul Vlt Fx-Coma Nos
10300,80099,Op Skl Vlt Fx-Concus Nos
10301,801,Skull Base Fracture
10302,8010,Clos Skull Base Fracture
10303,80100,Clos Skull Base Fracture
10304,80101,Cl Skul Base Fx W/O Coma
10305,80102,Cl Skul Base Fx-Brf Coma
10306,80103,Cl Skul Base Fx-Mod Coma
10307,80104,Cl Skl Base Fx-Prol Coma
10308,80105,Cl Skl Base Fx-Deep Coma
10309,80106,Cl Skul Base Fx-Coma Nos
10310,80109,Cl Skull Base Fx-Concuss
10311,8011,Cl Skl Base Fx/Cereb Lac
10312,80110,Cl Skl Base Fx/Cereb Lac
10313,80111,Cl Skul Base Fx W/O Coma
10314,80112,Cl Skul Base Fx-Brf Coma
10315,80113,Cl Skul Base Fx-Mod Coma
10316,80114,Cl Skl Base Fx-Prol Coma
10317,80115,Cl Skl Base Fx-Deep Coma
10318,80116,Cl Skul Base Fx-Coma Nos
10319,80119,Cl Skull Base Fx-Concuss
10320,8012,Cl Skl Base Fx/Menin Hem
10321,80120,Cl Skl Base Fx/Menin Hem
10322,80121,Cl Skul Base Fx W/O Coma
10323,80122,Cl Skul Base Fx/Brf Coma
10324,80123,Cl Skul Base Fx-Mod Coma
10325,80124,Cl Skl Base Fx-Prol Coma
10326,80125,Cl Skl Base Fx-Deep Coma
10327,80126,Cl Skul Base Fx-Coma Nos
10328,80129,Cl Skull Base Fx-Concuss
10329,8013,Cl Skull Base Fx/Hem Nec
10330,80130,Cl Skull Base Fx/Hem Nec
10331,80131,Cl Skul Base Fx W/O Coma
10332,80132,Cl Skul Base Fx-Brf Coma
10333,80133,Cl Skul Base Fx-Mod Coma
10334,80134,Cl Skl Base Fx-Prol Coma
10335,80135,Cl Skl Base Fx-Deep Coma
10336,80136,Cl Skul Base Fx-Coma Nos
10337,80139,Cl Skull Base Fx-Concuss
10338,8014,Cl Sk Base Fx/Br Inj Nec
10339,80140,Cl Sk Base Fx/Br Inj Nec
10340,80141,Cl Skul Base Fx W/O Coma
10341,80142,Cl Skul Base Fx-Brf Coma
10342,80143,Cl Skul Base Fx-Mod Coma
10343,80144,Cl Skl Base Fx-Prol Coma
10344,80145,Cl Skl Base Fx-Deep Coma
10345,80146,Cl Skul Base Fx-Coma Nos
10346,80149,Cl Skull Base Fx-Concuss
10347,8015,Open Skull Base Fracture
10348,80150,Open Skull Base Fracture
10349,80151,Opn Skl Base Fx W/O Coma
10350,80152,Opn Skl Base Fx-Brf Coma
10351,80153,Opn Skl Base Fx-Mod Coma
10352,80154,Op Skl Base Fx-Prol Coma
10353,80155,Op Skl Base Fx-Deep Coma
10354,80156,Opn Skl Base Fx-Coma Nos
10355,80159,Opn Skul Base Fx-Concuss
10356,8016,Op Skl Base Fx/Cereb Lac
10357,80160,Op Skl Base Fx/Cereb Lac
10358,80161,Opn Skl Base Fx W/O Coma
10359,80162,Opn Skl Base Fx-Brf Coma
10360,80163,Opn Skl Base Fx-Mod Coma
10361,80164,Op Skl Base Fx-Prol Coma
10362,80165,Op Skl Base Fx-Deep Coma
10363,80166,Opn Skl Base Fx-Coma Nos
10364,80169,Opn Skul Base Fx-Concuss
10365,8017,Op Skl Base Fx/Menin Hem
10366,80170,Op Skl Base Fx/Menin Hem
10367,80171,Opn Skl Base Fx W/O Coma
10368,80172,Opn Skl Base Fx-Brf Coma
10369,80173,Opn Skl Base Fx-Mod Coma
10370,80174,Op Skl Base Fx-Prol Coma
10371,80175,Op Skl Base Fx-Deep Coma
10372,80176,Opn Skl Base Fx-Coma Nos
10373,80179,Opn Skul Base Fx-Concuss
10374,8018,Opn Skul Base Fx/Hem Nec
10375,80180,Opn Skul Base Fx/Hem Nec
10376,80181,Opn Skl Base Fx W/O Coma
10377,80182,Opn Skl Base Fx-Brf Coma
10378,80183,Opn Skl Base Fx-Mod Coma
10379,80184,Op Skl Base Fx-Prol Coma
10380,80185,Op Skl Base Fx-Deep Coma
10381,80186,Opn Skl Base Fx-Coma Nos
10382,80189,Opn Skul Base Fx-Concuss
10383,8019,Op Sk Base Fx/Br Inj Nec
10384,80190,Op Sk Base Fx/Br Inj Nec
10385,80191,Op Skul Base Fx W/O Coma
10386,80192,Opn Skl Base Fx-Brf Coma
10387,80193,Opn Skl Base Fx-Mod Coma
10388,80194,Op Skl Base Fx-Prol Coma
10389,80195,Op Skl Base Fx-Deep Coma
10390,80196,Opn Skl Base Fx-Coma Nos
